Timestamp,Provider,Counter Name,Counter Type,Mean/Increment
12.08.2022 16:38:24,System.Runtime,Number of Active Timers,Metric,3
12.08.2022 16:38:24,System.Runtime,GC Fragmentation (%),Metric,0.6544895860812592
12.08.2022 16:38:24,System.Runtime,GC Committed Bytes (MB),Metric,3885
12.08.2022 16:38:24,System.Runtime,Exception Count (Count / 1 sec),Rate,0
12.08.2022 16:38:24,System.Runtime,% Time in GC since last GC (%),Metric,3
12.08.2022 16:38:24,System.Runtime,Gen 0 Size (B),Metric,24
12.08.2022 16:38:24,System.Runtime,Gen 1 Size (B),Metric,6465144
12.08.2022 16:38:24,System.Runtime,Gen 2 Size (B),Metric,3800656064
12.08.2022 16:38:24,System.Runtime,LOH Size (B),Metric,67811440
12.08.2022 16:38:24,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,80856
12.08.2022 16:38:24,System.Runtime,Number of Assemblies Loaded,Metric,62
12.08.2022 16:38:24,System.Runtime,IL Bytes Jitted (B),Metric,270548
12.08.2022 16:38:24,System.Runtime,Number of Methods Jitted,Metric,4234
12.08.2022 16:38:24,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
12.08.2022 16:38:25,System.Runtime,CPU Usage (%),Metric,22
12.08.2022 16:38:25,System.Runtime,Working Set (MB),Metric,4014
12.08.2022 16:38:25,System.Runtime,GC Heap Size (MB),Metric,3899
12.08.2022 16:38:25,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,22
12.08.2022 16:38:25,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,7
12.08.2022 16:38:25,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,1
12.08.2022 16:38:25,System.Runtime,ThreadPool Thread Count,Metric,22
12.08.2022 16:38:25,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
12.08.2022 16:38:25,System.Runtime,ThreadPool Queue Length,Metric,0
12.08.2022 16:38:25,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,172351
12.08.2022 16:38:25,System.Runtime,Allocation Rate (B / 1 sec),Rate,252499792
12.08.2022 16:38:25,System.Runtime,Number of Active Timers,Metric,3
12.08.2022 16:38:25,System.Runtime,GC Fragmentation (%),Metric,0.6457822637724276
12.08.2022 16:38:25,System.Runtime,GC Committed Bytes (MB),Metric,3929
12.08.2022 16:38:25,System.Runtime,Exception Count (Count / 1 sec),Rate,0
12.08.2022 16:38:25,System.Runtime,% Time in GC since last GC (%),Metric,8
12.08.2022 16:38:25,System.Runtime,Gen 0 Size (B),Metric,24
12.08.2022 16:38:25,System.Runtime,Gen 1 Size (B),Metric,996824
12.08.2022 16:38:25,System.Runtime,Gen 2 Size (B),Metric,3848672768
12.08.2022 16:38:25,System.Runtime,LOH Size (B),Metric,67811440
12.08.2022 16:38:25,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,80856
12.08.2022 16:38:25,System.Runtime,Number of Assemblies Loaded,Metric,62
12.08.2022 16:38:25,System.Runtime,IL Bytes Jitted (B),Metric,270548
12.08.2022 16:38:25,System.Runtime,Number of Methods Jitted,Metric,4234
12.08.2022 16:38:25,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
12.08.2022 16:38:26,System.Runtime,CPU Usage (%),Metric,18
12.08.2022 16:38:26,System.Runtime,Working Set (MB),Metric,4024
12.08.2022 16:38:26,System.Runtime,GC Heap Size (MB),Metric,3887
12.08.2022 16:38:26,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,19
12.08.2022 16:38:26,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,4
12.08.2022 16:38:26,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
12.08.2022 16:38:26,System.Runtime,ThreadPool Thread Count,Metric,23
12.08.2022 16:38:26,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
12.08.2022 16:38:26,System.Runtime,ThreadPool Queue Length,Metric,0
12.08.2022 16:38:26,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,128237
12.08.2022 16:38:26,System.Runtime,Allocation Rate (B / 1 sec),Rate,189265936
12.08.2022 16:38:26,System.Runtime,Number of Active Timers,Metric,3
12.08.2022 16:38:26,System.Runtime,GC Fragmentation (%),Metric,0.9276831956297398
12.08.2022 16:38:26,System.Runtime,GC Committed Bytes (MB),Metric,3937
12.08.2022 16:38:26,System.Runtime,Exception Count (Count / 1 sec),Rate,0
12.08.2022 16:38:26,System.Runtime,% Time in GC since last GC (%),Metric,2
12.08.2022 16:38:26,System.Runtime,Gen 0 Size (B),Metric,24
12.08.2022 16:38:26,System.Runtime,Gen 1 Size (B),Metric,6486248
12.08.2022 16:38:26,System.Runtime,Gen 2 Size (B),Metric,3848672768
12.08.2022 16:38:26,System.Runtime,LOH Size (B),Metric,67811440
12.08.2022 16:38:26,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,80856
12.08.2022 16:38:26,System.Runtime,Number of Assemblies Loaded,Metric,62
12.08.2022 16:38:26,System.Runtime,IL Bytes Jitted (B),Metric,271664
12.08.2022 16:38:26,System.Runtime,Number of Methods Jitted,Metric,4239
12.08.2022 16:38:26,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,141.39650000000006
12.08.2022 16:38:27,System.Runtime,CPU Usage (%),Metric,27
12.08.2022 16:38:27,System.Runtime,Working Set (MB),Metric,4057
12.08.2022 16:38:27,System.Runtime,GC Heap Size (MB),Metric,3933
12.08.2022 16:38:27,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,22
12.08.2022 16:38:27,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,6
12.08.2022 16:38:27,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
12.08.2022 16:38:27,System.Runtime,ThreadPool Thread Count,Metric,23
12.08.2022 16:38:27,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,1
12.08.2022 16:38:27,System.Runtime,ThreadPool Queue Length,Metric,0
12.08.2022 16:38:27,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,184833
12.08.2022 16:38:27,System.Runtime,Allocation Rate (B / 1 sec),Rate,269943904
12.08.2022 16:38:27,System.Runtime,Number of Active Timers,Metric,3
12.08.2022 16:38:27,System.Runtime,GC Fragmentation (%),Metric,0.6645824097248648
12.08.2022 16:38:27,System.Runtime,GC Committed Bytes (MB),Metric,3971
12.08.2022 16:38:27,System.Runtime,Exception Count (Count / 1 sec),Rate,0
12.08.2022 16:38:27,System.Runtime,% Time in GC since last GC (%),Metric,3
12.08.2022 16:38:27,System.Runtime,Gen 0 Size (B),Metric,24
12.08.2022 16:38:27,System.Runtime,Gen 1 Size (B),Metric,7697736
12.08.2022 16:38:27,System.Runtime,Gen 2 Size (B),Metric,3881227280
12.08.2022 16:38:27,System.Runtime,LOH Size (B),Metric,67811440
12.08.2022 16:38:27,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,80856
12.08.2022 16:38:27,System.Runtime,Number of Assemblies Loaded,Metric,62
12.08.2022 16:38:27,System.Runtime,IL Bytes Jitted (B),Metric,271664
12.08.2022 16:38:27,System.Runtime,Number of Methods Jitted,Metric,4239
12.08.2022 16:38:27,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
12.08.2022 16:38:28,System.Runtime,CPU Usage (%),Metric,27
12.08.2022 16:38:28,System.Runtime,Working Set (MB),Metric,4105
12.08.2022 16:38:28,System.Runtime,GC Heap Size (MB),Metric,3981
12.08.2022 16:38:28,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,24
12.08.2022 16:38:28,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,9
12.08.2022 16:38:28,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
12.08.2022 16:38:28,System.Runtime,ThreadPool Thread Count,Metric,23
12.08.2022 16:38:28,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,1
12.08.2022 16:38:28,System.Runtime,ThreadPool Queue Length,Metric,0
12.08.2022 16:38:28,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,197384
12.08.2022 16:38:28,System.Runtime,Allocation Rate (B / 1 sec),Rate,291160992
12.08.2022 16:38:28,System.Runtime,Number of Active Timers,Metric,3
12.08.2022 16:38:28,System.Runtime,GC Fragmentation (%),Metric,0.9247037246706425
12.08.2022 16:38:28,System.Runtime,GC Committed Bytes (MB),Metric,4018
12.08.2022 16:38:28,System.Runtime,Exception Count (Count / 1 sec),Rate,0
12.08.2022 16:38:28,System.Runtime,% Time in GC since last GC (%),Metric,4
12.08.2022 16:38:28,System.Runtime,Gen 0 Size (B),Metric,24
12.08.2022 16:38:28,System.Runtime,Gen 1 Size (B),Metric,12587088
12.08.2022 16:38:28,System.Runtime,Gen 2 Size (B),Metric,3937444064
12.08.2022 16:38:28,System.Runtime,LOH Size (B),Metric,67811440
12.08.2022 16:38:28,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,80856
12.08.2022 16:38:28,System.Runtime,Number of Assemblies Loaded,Metric,62
12.08.2022 16:38:28,System.Runtime,IL Bytes Jitted (B),Metric,271664
12.08.2022 16:38:28,System.Runtime,Number of Methods Jitted,Metric,4239
12.08.2022 16:38:28,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
12.08.2022 16:38:29,System.Runtime,CPU Usage (%),Metric,27
12.08.2022 16:38:29,System.Runtime,Working Set (MB),Metric,4159
12.08.2022 16:38:29,System.Runtime,GC Heap Size (MB),Metric,4035
12.08.2022 16:38:29,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,25
12.08.2022 16:38:29,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,11
12.08.2022 16:38:29,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
12.08.2022 16:38:29,System.Runtime,ThreadPool Thread Count,Metric,23
12.08.2022 16:38:29,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,1
12.08.2022 16:38:29,System.Runtime,ThreadPool Queue Length,Metric,0
12.08.2022 16:38:29,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,205650
12.08.2022 16:38:29,System.Runtime,Allocation Rate (B / 1 sec),Rate,304520840
12.08.2022 16:38:29,System.Runtime,Number of Active Timers,Metric,3
12.08.2022 16:38:29,System.Runtime,GC Fragmentation (%),Metric,0.6680331967279977
12.08.2022 16:38:29,System.Runtime,GC Committed Bytes (MB),Metric,4072
12.08.2022 16:38:29,System.Runtime,Exception Count (Count / 1 sec),Rate,0
12.08.2022 16:38:29,System.Runtime,% Time in GC since last GC (%),Metric,6
12.08.2022 16:38:29,System.Runtime,Gen 0 Size (B),Metric,24
12.08.2022 16:38:29,System.Runtime,Gen 1 Size (B),Metric,2158496
12.08.2022 16:38:29,System.Runtime,Gen 2 Size (B),Metric,3991162928
12.08.2022 16:38:29,System.Runtime,LOH Size (B),Metric,67811440
12.08.2022 16:38:29,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,80856
12.08.2022 16:38:29,System.Runtime,Number of Assemblies Loaded,Metric,62
12.08.2022 16:38:29,System.Runtime,IL Bytes Jitted (B),Metric,271664
12.08.2022 16:38:29,System.Runtime,Number of Methods Jitted,Metric,4239
12.08.2022 16:38:29,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
12.08.2022 16:38:30,System.Runtime,CPU Usage (%),Metric,24
12.08.2022 16:38:30,System.Runtime,Working Set (MB),Metric,4205
12.08.2022 16:38:30,System.Runtime,GC Heap Size (MB),Metric,4091
12.08.2022 16:38:30,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,23
12.08.2022 16:38:30,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,9
12.08.2022 16:38:30,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
12.08.2022 16:38:30,System.Runtime,ThreadPool Thread Count,Metric,24
12.08.2022 16:38:30,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
12.08.2022 16:38:30,System.Runtime,ThreadPool Queue Length,Metric,1
12.08.2022 16:38:30,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,197714
12.08.2022 16:38:30,System.Runtime,Allocation Rate (B / 1 sec),Rate,290270400
12.08.2022 16:38:30,System.Runtime,Number of Active Timers,Metric,3
12.08.2022 16:38:30,System.Runtime,GC Fragmentation (%),Metric,0.6603706404127496
12.08.2022 16:38:30,System.Runtime,GC Committed Bytes (MB),Metric,4118
12.08.2022 16:38:30,System.Runtime,Exception Count (Count / 1 sec),Rate,0
12.08.2022 16:38:30,System.Runtime,% Time in GC since last GC (%),Metric,7
12.08.2022 16:38:30,System.Runtime,Gen 0 Size (B),Metric,24
12.08.2022 16:38:30,System.Runtime,Gen 1 Size (B),Metric,2097856
12.08.2022 16:38:30,System.Runtime,Gen 2 Size (B),Metric,4038215480
12.08.2022 16:38:30,System.Runtime,LOH Size (B),Metric,67811440
12.08.2022 16:38:30,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,80856
12.08.2022 16:38:30,System.Runtime,Number of Assemblies Loaded,Metric,62
12.08.2022 16:38:30,System.Runtime,IL Bytes Jitted (B),Metric,271738
12.08.2022 16:38:30,System.Runtime,Number of Methods Jitted,Metric,4241
12.08.2022 16:38:30,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0.689200000000028
12.08.2022 16:38:31,System.Runtime,CPU Usage (%),Metric,19
12.08.2022 16:38:31,System.Runtime,Working Set (MB),Metric,4250
12.08.2022 16:38:31,System.Runtime,GC Heap Size (MB),Metric,3972
12.08.2022 16:38:31,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,19
12.08.2022 16:38:31,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,7
12.08.2022 16:38:31,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,1
12.08.2022 16:38:31,System.Runtime,ThreadPool Thread Count,Metric,24
12.08.2022 16:38:31,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
12.08.2022 16:38:31,System.Runtime,ThreadPool Queue Length,Metric,1
12.08.2022 16:38:31,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,144551
12.08.2022 16:38:31,System.Runtime,Allocation Rate (B / 1 sec),Rate,213041976
12.08.2022 16:38:31,System.Runtime,Number of Active Timers,Metric,3
12.08.2022 16:38:31,System.Runtime,GC Fragmentation (%),Metric,4.247053195878097
12.08.2022 16:38:31,System.Runtime,GC Committed Bytes (MB),Metric,4162
12.08.2022 16:38:31,System.Runtime,Exception Count (Count / 1 sec),Rate,0
12.08.2022 16:38:31,System.Runtime,% Time in GC since last GC (%),Metric,0
12.08.2022 16:38:31,System.Runtime,Gen 0 Size (B),Metric,24
12.08.2022 16:38:31,System.Runtime,Gen 1 Size (B),Metric,2363608
12.08.2022 16:38:31,System.Runtime,Gen 2 Size (B),Metric,4073602128
12.08.2022 16:38:31,System.Runtime,LOH Size (B),Metric,67811440
12.08.2022 16:38:31,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,80856
12.08.2022 16:38:31,System.Runtime,Number of Assemblies Loaded,Metric,62
12.08.2022 16:38:31,System.Runtime,IL Bytes Jitted (B),Metric,271738
12.08.2022 16:38:31,System.Runtime,Number of Methods Jitted,Metric,4241
12.08.2022 16:38:31,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
12.08.2022 16:38:32,System.Runtime,CPU Usage (%),Metric,28
12.08.2022 16:38:32,System.Runtime,Working Set (MB),Metric,4251
12.08.2022 16:38:32,System.Runtime,GC Heap Size (MB),Metric,4028
12.08.2022 16:38:32,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,24
12.08.2022 16:38:32,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,6
12.08.2022 16:38:32,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
12.08.2022 16:38:32,System.Runtime,ThreadPool Thread Count,Metric,24
12.08.2022 16:38:32,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
12.08.2022 16:38:32,System.Runtime,ThreadPool Queue Length,Metric,0
12.08.2022 16:38:32,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,204484
12.08.2022 16:38:32,System.Runtime,Allocation Rate (B / 1 sec),Rate,300286064
12.08.2022 16:38:32,System.Runtime,Number of Active Timers,Metric,3
12.08.2022 16:38:32,System.Runtime,GC Fragmentation (%),Metric,3.1072720480316094
12.08.2022 16:38:32,System.Runtime,GC Committed Bytes (MB),Metric,4162
12.08.2022 16:38:32,System.Runtime,Exception Count (Count / 1 sec),Rate,0
12.08.2022 16:38:32,System.Runtime,% Time in GC since last GC (%),Metric,2
12.08.2022 16:38:32,System.Runtime,Gen 0 Size (B),Metric,24
12.08.2022 16:38:32,System.Runtime,Gen 1 Size (B),Metric,4308752
12.08.2022 16:38:32,System.Runtime,Gen 2 Size (B),Metric,4073602128
12.08.2022 16:38:32,System.Runtime,LOH Size (B),Metric,67811440
12.08.2022 16:38:32,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,80856
12.08.2022 16:38:32,System.Runtime,Number of Assemblies Loaded,Metric,62
12.08.2022 16:38:32,System.Runtime,IL Bytes Jitted (B),Metric,271738
12.08.2022 16:38:32,System.Runtime,Number of Methods Jitted,Metric,4241
12.08.2022 16:38:32,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
12.08.2022 16:38:33,System.Runtime,CPU Usage (%),Metric,25
12.08.2022 16:38:33,System.Runtime,Working Set (MB),Metric,4251
12.08.2022 16:38:33,System.Runtime,GC Heap Size (MB),Metric,4078
12.08.2022 16:38:33,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,25
12.08.2022 16:38:33,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,6
12.08.2022 16:38:33,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
12.08.2022 16:38:33,System.Runtime,ThreadPool Thread Count,Metric,24
12.08.2022 16:38:33,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
12.08.2022 16:38:33,System.Runtime,ThreadPool Queue Length,Metric,0
12.08.2022 16:38:33,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,204814
12.08.2022 16:38:33,System.Runtime,Allocation Rate (B / 1 sec),Rate,302032840
12.08.2022 16:38:33,System.Runtime,Number of Active Timers,Metric,3
12.08.2022 16:38:33,System.Runtime,GC Fragmentation (%),Metric,1.899103478217948
12.08.2022 16:38:33,System.Runtime,GC Committed Bytes (MB),Metric,4162
12.08.2022 16:38:33,System.Runtime,Exception Count (Count / 1 sec),Rate,0
12.08.2022 16:38:33,System.Runtime,% Time in GC since last GC (%),Metric,4
12.08.2022 16:38:33,System.Runtime,Gen 0 Size (B),Metric,24
12.08.2022 16:38:33,System.Runtime,Gen 1 Size (B),Metric,6485528
12.08.2022 16:38:33,System.Runtime,Gen 2 Size (B),Metric,4073602128
12.08.2022 16:38:33,System.Runtime,LOH Size (B),Metric,67811440
12.08.2022 16:38:33,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,80856
12.08.2022 16:38:33,System.Runtime,Number of Assemblies Loaded,Metric,62
12.08.2022 16:38:33,System.Runtime,IL Bytes Jitted (B),Metric,271738
12.08.2022 16:38:33,System.Runtime,Number of Methods Jitted,Metric,4241
12.08.2022 16:38:33,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
12.08.2022 16:38:34,System.Runtime,CPU Usage (%),Metric,25
12.08.2022 16:38:34,System.Runtime,Working Set (MB),Metric,4250
12.08.2022 16:38:34,System.Runtime,GC Heap Size (MB),Metric,4121
12.08.2022 16:38:34,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,23
12.08.2022 16:38:34,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,6
12.08.2022 16:38:34,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
12.08.2022 16:38:34,System.Runtime,ThreadPool Thread Count,Metric,24
12.08.2022 16:38:34,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
12.08.2022 16:38:34,System.Runtime,ThreadPool Queue Length,Metric,0
12.08.2022 16:38:34,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,189002
12.08.2022 16:38:34,System.Runtime,Allocation Rate (B / 1 sec),Rate,277131560
12.08.2022 16:38:34,System.Runtime,Number of Active Timers,Metric,3
12.08.2022 16:38:34,System.Runtime,GC Fragmentation (%),Metric,0.7309465670534558
12.08.2022 16:38:34,System.Runtime,GC Committed Bytes (MB),Metric,4162
12.08.2022 16:38:34,System.Runtime,Exception Count (Count / 1 sec),Rate,0
12.08.2022 16:38:34,System.Runtime,% Time in GC since last GC (%),Metric,3
12.08.2022 16:38:34,System.Runtime,Gen 0 Size (B),Metric,24
12.08.2022 16:38:34,System.Runtime,Gen 1 Size (B),Metric,3267800
12.08.2022 16:38:34,System.Runtime,Gen 2 Size (B),Metric,4075166488
12.08.2022 16:38:34,System.Runtime,LOH Size (B),Metric,67811440
12.08.2022 16:38:34,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,80856
12.08.2022 16:38:34,System.Runtime,Number of Assemblies Loaded,Metric,62
12.08.2022 16:38:34,System.Runtime,IL Bytes Jitted (B),Metric,271738
12.08.2022 16:38:34,System.Runtime,Number of Methods Jitted,Metric,4241
12.08.2022 16:38:34,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
12.08.2022 16:38:35,System.Runtime,CPU Usage (%),Metric,26
12.08.2022 16:38:35,System.Runtime,Working Set (MB),Metric,4301
12.08.2022 16:38:35,System.Runtime,GC Heap Size (MB),Metric,4170
12.08.2022 16:38:35,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,22
12.08.2022 16:38:35,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,8
12.08.2022 16:38:35,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
12.08.2022 16:38:35,System.Runtime,ThreadPool Thread Count,Metric,24
12.08.2022 16:38:35,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
12.08.2022 16:38:35,System.Runtime,ThreadPool Queue Length,Metric,0
12.08.2022 16:38:35,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,184731
12.08.2022 16:38:35,System.Runtime,Allocation Rate (B / 1 sec),Rate,271894968
12.08.2022 16:38:35,System.Runtime,Number of Active Timers,Metric,3
12.08.2022 16:38:35,System.Runtime,GC Fragmentation (%),Metric,0.730370098393463
12.08.2022 16:38:35,System.Runtime,GC Committed Bytes (MB),Metric,4213
12.08.2022 16:38:35,System.Runtime,Exception Count (Count / 1 sec),Rate,0
12.08.2022 16:38:35,System.Runtime,% Time in GC since last GC (%),Metric,5
12.08.2022 16:38:35,System.Runtime,Gen 0 Size (B),Metric,24
12.08.2022 16:38:35,System.Runtime,Gen 1 Size (B),Metric,2169536
12.08.2022 16:38:35,System.Runtime,Gen 2 Size (B),Metric,4122145912
12.08.2022 16:38:35,System.Runtime,LOH Size (B),Metric,67811440
12.08.2022 16:38:35,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,80856
12.08.2022 16:38:35,System.Runtime,Number of Assemblies Loaded,Metric,62
12.08.2022 16:38:35,System.Runtime,IL Bytes Jitted (B),Metric,271738
12.08.2022 16:38:35,System.Runtime,Number of Methods Jitted,Metric,4241
12.08.2022 16:38:35,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
12.08.2022 16:38:36,System.Runtime,CPU Usage (%),Metric,26
12.08.2022 16:38:36,System.Runtime,Working Set (MB),Metric,4348
12.08.2022 16:38:36,System.Runtime,GC Heap Size (MB),Metric,4216
12.08.2022 16:38:36,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,26
12.08.2022 16:38:36,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,8
12.08.2022 16:38:36,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,0
12.08.2022 16:38:36,System.Runtime,ThreadPool Thread Count,Metric,24
12.08.2022 16:38:36,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
12.08.2022 16:38:36,System.Runtime,ThreadPool Queue Length,Metric,0
12.08.2022 16:38:36,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,209299
12.08.2022 16:38:36,System.Runtime,Allocation Rate (B / 1 sec),Rate,308582152
12.08.2022 16:38:36,System.Runtime,Number of Active Timers,Metric,3
12.08.2022 16:38:36,System.Runtime,GC Fragmentation (%),Metric,0.7302692724145259
12.08.2022 16:38:36,System.Runtime,GC Committed Bytes (MB),Metric,4260
12.08.2022 16:38:36,System.Runtime,Exception Count (Count / 1 sec),Rate,0
12.08.2022 16:38:36,System.Runtime,% Time in GC since last GC (%),Metric,2
12.08.2022 16:38:36,System.Runtime,Gen 0 Size (B),Metric,24
12.08.2022 16:38:36,System.Runtime,Gen 1 Size (B),Metric,8647816
12.08.2022 16:38:36,System.Runtime,Gen 2 Size (B),Metric,4170425904
12.08.2022 16:38:36,System.Runtime,LOH Size (B),Metric,67811440
12.08.2022 16:38:36,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,80856
12.08.2022 16:38:36,System.Runtime,Number of Assemblies Loaded,Metric,62
12.08.2022 16:38:36,System.Runtime,IL Bytes Jitted (B),Metric,271738
12.08.2022 16:38:36,System.Runtime,Number of Methods Jitted,Metric,4241
12.08.2022 16:38:36,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
12.08.2022 16:38:37,System.Runtime,CPU Usage (%),Metric,22
12.08.2022 16:38:37,System.Runtime,Working Set (MB),Metric,4368
12.08.2022 16:38:37,System.Runtime,GC Heap Size (MB),Metric,4136
12.08.2022 16:38:37,System.Runtime,Gen 0 GC Count (Count / 1 sec),Rate,24
12.08.2022 16:38:37,System.Runtime,Gen 1 GC Count (Count / 1 sec),Rate,8
12.08.2022 16:38:37,System.Runtime,Gen 2 GC Count (Count / 1 sec),Rate,1
12.08.2022 16:38:37,System.Runtime,ThreadPool Thread Count,Metric,24
12.08.2022 16:38:37,System.Runtime,Monitor Lock Contention Count (Count / 1 sec),Rate,0
12.08.2022 16:38:37,System.Runtime,ThreadPool Queue Length,Metric,0
12.08.2022 16:38:37,System.Runtime,ThreadPool Completed Work Item Count (Count / 1 sec),Rate,190597
12.08.2022 16:38:37,System.Runtime,Allocation Rate (B / 1 sec),Rate,282634776
12.08.2022 16:38:37,System.Runtime,Number of Active Timers,Metric,3
12.08.2022 16:38:37,System.Runtime,GC Fragmentation (%),Metric,3.0162053853598643
12.08.2022 16:38:37,System.Runtime,GC Committed Bytes (MB),Metric,4279
12.08.2022 16:38:37,System.Runtime,Exception Count (Count / 1 sec),Rate,0
12.08.2022 16:38:37,System.Runtime,% Time in GC since last GC (%),Metric,2
12.08.2022 16:38:37,System.Runtime,Gen 0 Size (B),Metric,24
12.08.2022 16:38:37,System.Runtime,Gen 1 Size (B),Metric,4321824
12.08.2022 16:38:37,System.Runtime,Gen 2 Size (B),Metric,4189843096
12.08.2022 16:38:37,System.Runtime,LOH Size (B),Metric,67811440
12.08.2022 16:38:37,System.Runtime,POH (Pinned Object Heap) Size (B),Metric,80856
12.08.2022 16:38:37,System.Runtime,Number of Assemblies Loaded,Metric,62
12.08.2022 16:38:37,System.Runtime,IL Bytes Jitted (B),Metric,271738
12.08.2022 16:38:37,System.Runtime,Number of Methods Jitted,Metric,4241
12.08.2022 16:38:37,System.Runtime,Time spent in JIT (ms / 1 sec),Rate,0
12.08.2022 16:38:38,System.Runtime,CPU Usage (%),Metric,28
12.08.2022 16:38:38,System.Runtime,Working Set (MB),Metric,4368
